Time (s),Voltage (V),Resistance (Ohm)
0.0016684532165527344,1.03,8574.8
0.003066539764404297,1.03,8580.7
0.004540681838989258,1.03,8576.77
0.005826473236083984,1.03,8574.8
0.007048606872558594,1.03,8574.8
0.008479118347167969,1.03,8576.77
0.009691238403320312,1.03,8572.84
0.010010957717895508,1.03,8566.95
0.010299205780029297,1.03,8553.21
0.010601282119750977,1.03,8543.4
0.010883092880249023,1.03,8531.64
0.011162757873535156,1.03,8523.8
0.011441469192504883,1.02,8504.21
0.011721611022949219,1.02,8500.3
0.01200413703918457,1.02,8498.34
0.012282848358154297,1.02,8486.6
0.012564659118652344,1.02,8482.69
0.014667749404907227,1.02,8480.74
0.014976024627685547,1.02,8474.87
0.015253543853759766,1.02,8474.87
0.015525102615356445,1.02,8469.01
0.015793800354003906,1.02,8474.87
0.01606440544128418,1.02,8474.87
0.016333818435668945,1.02,8474.87
0.016603469848632812,1.02,8478.78
0.016873836517333984,1.02,8478.78
0.017142295837402344,1.02,8470.96
0.017410755157470703,1.02,8474.87
0.017678260803222656,1.02,8476.83
0.017949581146240234,1.02,8474.87
0.018219470977783203,1.02,8480.74
0.018487215042114258,1.02,8480.74
0.018754959106445312,1.02,8478.78
0.01902484893798828,1.02,8476.83
0.019292116165161133,1.02,8478.78
0.019559860229492188,1.02,8480.74
0.01982736587524414,1.02,8484.65
0.02016425132751465,1.02,8488.56
0.020478248596191406,1.02,8488.56
0.020750999450683594,1.02,8490.52
0.02102208137512207,1.02,8492.47
0.02129197120666504,1.02,8492.47
0.02155900001525879,1.02,8492.47
0.021825551986694336,1.02,8490.52
0.03193831443786621,1.02,8486.6
0.04400801658630371,1.02,8488.56
0.05251646041870117,1.02,8488.56
0.0649726390838623,1.02,8484.65
0.07712888717651367,1.02,8474.87
0.08928918838500977,1.02,8472.92
0.10191130638122559,1.02,8469.01
0.11438965797424316,1.02,8467.05
0.12660694122314453,1.02,8469.01
0.13912320137023926,1.02,8467.05
0.15169906616210938,1.02,8461.19
0.163926362991333,1.02,8463.15
0.17611360549926758,1.02,8457.29
0.18802595138549805,1.02,8463.15
0.19696998596191406,1.02,8465.1
0.20937347412109375,1.02,8469.01
0.22164106369018555,1.02,8474.87
0.2338275909423828,1.02,8472.92
0.2461850643157959,1.02,8476.83
0.25850605964660645,1.02,8476.83
0.2706308364868164,1.02,8478.78
